N,P,K,pH,EC,OC,Cu,Fe,Mn,Rainfall,Humidity,Temperature,Label
279.2,9.8,220.1,6.6,0.11,0.56,1.21,12.2,2.6,68.68,60.37,16.2756,Almond
280.1,14.1,113.0,7.1,0.29,0.62,0.91,4.1,2.1,47.26,67.52,21.3668,Almond
249.1,3.2,49.2,7.2,0.06,0.38,0.18,3.4,1.1,54.13,58.22,21.5856,Almond
323.0,49.3,501.3,7.9,0.05,1.0,0.34,11.3,4.9,47.24,68.51,18.8426,Almond
222.6,12.0,164.6,7.1,0.04,0.56,0.54,11.2,5.2,49.29,78.9,20.8936,Almond
504.8,16.3,165.7,8.1,0.05,1.1,0.43,11.4,6.3,51.2,57.06,15.2293,Almond
235.2,9.0,133.2,7.25,0.03,0.39,0.45,10.3,5.2,59.2,67.96,15.7075,Almond
219.5,22.0,509.1,7.6,0.04,1.0,0.49,11.0,3.7,46.75,71.1,16.7408,Almond
222.6,18.4,81.7,8.1,0.06,1.1,0.46,10.4,4.9,58.3,61.12,15.1709,Almond
128.5,8.9,84.0,7.8,0.06,0.66,0.47,11.3,4.8,59.09,56.17,19.023,Almond
131.7,15.2,50.4,8.2,0.05,0.56,0.54,10.9,5.2,43.88,55.92,17.7197,Almond
216.3,12.5,133.2,7.1,0.05,0.93,0.57,11.8,4.6,67.96,77.17,19.5034,Almond
166.2,15.5,52.6,8.2,0.06,0.89,0.47,9.9,4.7,57.73,74.73,18.6318,Almond
290.5,14.3,140.23,7.4,0.07,0.75,0.92,44.4,5.3,54.37,74.88,20.2234,Almond
281.3,20.2,151.3,7.5,0.08,0.81,0.51,11.8,5.4,63.58,78.99,16.9631,Almond
312.0,15.1,185.2,7.5,0.05,0.65,0.43,11.3,5.9,63.49,70.9,17.9348,Almond
390.1,17.3,141.2,7.1,0.041,0.93,0.39,12.0,4.6,52.17,61.93,17.1989,Almond
289.2,12.9,151.3,7.4,0.04,0.72,0.41,11.6,4.5,63.16,69.01,21.0787,Almond
287.1,16.1,190.0,7.3,0.05,0.79,0.52,12.9,4.6,49.12,70.54,19.9394,Almond
212.5,14.5,347.2,7.3,0.06,0.23,0.82,14.0,7.8,65.02,62.44,18.6168,Almond
325.1,6.9,246.4,7.2,0.02,0.66,0.93,12.0,5.5,41.9,77.62,17.7748,Almond
156.1,7.2,117.6,8.2,0.05,0.15,1.31,21.9,7.1,68.79,59.49,17.9178,Almond
325.1,7.8,84.1,8.0,0.05,0.78,0.7,13.5,5.4,59.78,63.11,19.7282,Almond
328.1,8.9,212.5,8.6,0.08,0.58,0.13,14.0,2.1,65.93,76.41,16.262,Almond
421.4,11.4,179.4,8.2,0.07,0.71,0.04,9.0,1.3,51.04,66.02,21.6996,Almond
427.4,8.91,137.4,7.1,0.04,0.53,1.57,5.51,7.7,50.67,65.54,15.1252,Almond
212.4,15.7,54.8,7.9,0.13,0.17,0.38,18.2,4.2,64.5,74.55,19.5187,Almond
312.4,12.2,690.0,8.6,0.25,1.03,0.75,12.3,4.3,61.42,75.79,18.2377,Almond
175.6,17.1,352.8,7.7,0.51,0.24,0.85,12.4,4.9,63.87,57.75,22.704,Almond
313.6,14.7,445.7,8.2,0.13,0.32,0.95,11.2,4.3,52.86,56.41,17.3497,Almond
304.1,47.7,190.4,6.6,0.09,0.8,0.85,11.0,4.1,64.26,65.94,20.8758,Almond
211.8,13.2,206.0,8.0,0.09,0.69,0.84,11.4,3.5,65.63,76.75,19.413,Almond
281.4,17.1,493.9,7.6,0.12,0.1,0.86,11.4,3.1,48.84,70.12,17.9094,Almond
312.2,13.4,290.0,6.9,0.76,0.59,0.8,11.0,4.3,59.83,68.71,15.1251,Almond
411.8,61.9,192.6,6.4,0.06,0.66,1.05,12.3,4.1,54.4,73.6,19.1608,Almond
212.1,18.2,517.4,6.6,0.06,0.76,0.94,13.1,5.1,34.65,79.91,20.9769,Almond
318.1,18.2,314.2,7.1,0.04,0.5,0.85,14.3,4.1,58.73,74.61,15.105,Almond
464.8,12.1,312.1,8.2,0.08,0.51,0.89,11.3,4.3,52.97,77.27,16.4538,Almond
212.1,13.4,218.2,7.1,0.11,0.58,0.85,11.3,4.5,70.79,79.66,16.0836,Almond
346.2,17.8,146.1,7.6,0.21,0.62,0.86,11.0,5.1,58.48,74.75,16.1138,Almond
297.8,13.4,210.1,7.0,0.13,0.61,0.89,11.5,5.8,52.43,57.18,21.9612,Almond
314.1,14.1,247.8,6.8,0.08,0.7,0.81,10.4,6.0,44.18,73.18,20.0187,Almond
391.2,12.8,312.1,7.1,0.21,0.53,0.94,11.4,5.1,68.97,65.76,22.6669,Almond
301.8,17.8,241.2,7.4,0.3,0.49,0.89,12.1,4.5,54.41,67.19,16.4192,Almond
412.1,19.1,219.4,8.0,0.18,0.62,0.84,11.3,3.5,50.48,64.33,21.0203,Almond
217.4,21.0,230.0,7.2,0.15,0.59,0.89,12.1,3.9,58.58,66.95,18.5549,Almond
348.5,9.6,582.4,6.4,0.1,0.74,0.47,17.2,5.1,58.82,67.35,16.9582,Almond
385.7,22.9,129.0,6.3,0.16,0.84,0.35,10.2,3.9,58.3,60.16,17.6763,Almond
282.2,8.3,360.1,7.8,0.1,0.81,1.26,16.57,9.0,51.66,75.34,16.2322,Almond
188.1,9.1,168.0,8.3,0.04,0.21,0.63,5.89,8.43,57.46,73.87,15.5333,Almond
313.6,15.1,78.4,7.9,0.03,0.11,0.33,8.75,9.02,55.94,62.11,15.6312,Almond
344.9,22.4,56.1,8.2,0.04,0.13,0.28,16.0,3.0,37.69,58.43,22.1104,Almond
250.5,30.9,448.0,7.7,0.1,0.24,0.7,9.0,9.11,48.01,69.15,22.4848,Almond
478.5,9.1,190.4,7.5,0.03,0.95,0.51,14.37,4.65,63.91,76.38,18.6725,Almond
313.6,28.7,179.2,7.3,0.01,0.14,1.06,14.16,3.0,69.96,60.03,17.169,Almond
289.8,8.3,179.2,7.4,0.02,0.35,0.33,8.04,8.76,66.45,72.55,22.4773,Almond
250.8,11.5,239.2,5.6,0.07,0.16,0.91,16.9,8.0,62.06,63.32,15.0081,Almond
250.8,18.8,108.9,7.4,0.02,0.15,0.89,6.18,0.97,52.73,71.04,15.913,Almond
389.4,19.8,69.4,7.7,0.02,0.88,1.4,12.8,8.1,59.49,64.53,16.6321,Almond
267.4,36.7,113.8,7.4,0.07,0.38,1.0,11.8,4.5,73.84,61.43,19.334,Almond
212.5,22.4,114.2,6.2,0.1,0.33,1.6,12.4,6.8,59.17,65.85,16.7099,Almond
346.5,27.9,67.2,7.7,0.07,0.57,1.6,14.2,6.8,57.31,68.57,19.3566,Almond
592.4,42.5,131.0,7.2,0.12,2.0,1.6,18.2,6.8,61.51,68.96,18.0629,Almond
308.5,16.4,78.4,7.1,0.12,0.43,1.8,10.4,6.2,66.68,55.16,22.5863,Almond
376.7,16.0,97.4,7.8,0.04,0.75,1.2,14.2,8.4,51.05,75.93,22.4309,Almond
476.4,29.8,99.8,7.8,0.09,0.92,1.2,13.7,4.2,54.39,76.68,20.2892,Almond
312.8,24.5,48.1,7.5,0.01,0.52,1.4,10.4,6.7,44.92,65.58,20.3873,Almond
587.3,16.7,184.0,7.6,0.09,2.0,1.3,40.0,4.7,66.41,62.76,21.8937,Almond
437.5,29.4,342.5,7.3,0.07,0.97,1.8,18.2,7.1,54.21,68.99,19.7879,Almond
407.8,33.5,301.5,7.5,0.06,0.82,1.7,14.2,6.2,72.29,55.06,21.7726,Almond
389.4,30.4,97.4,7.6,0.08,0.81,1.8,12.4,6.1,58.61,75.14,22.2273,Almond
308.4,24.5,104.6,7.2,0.13,0.56,1.4,15.4,3.8,73.73,70.09,17.7595,Almond
156.8,17.7,61.6,7.8,0.08,0.21,1.2,10.0,8.0,62.43,57.33,22.7011,Almond
346.5,56.5,291.2,7.3,0.09,0.54,1.6,20.2,4.8,56.53,66.02,20.4102,Almond
766.2,46.0,561.1,5.4,0.04,1.62,0.81,11.2,5.5,53.5,78.82,20.342,Almond
720.1,32.3,246.4,5.5,0.05,2.3,0.61,11.9,5.9,52.69,69.77,18.1237,Almond
377.6,21.2,593.6,6.8,0.04,0.66,0.51,16.2,5.3,69.0,78.28,17.8838,Almond
389.5,37.2,556.9,6.4,0.07,0.63,0.52,18.5,5.6,53.55,78.02,15.7546,Almond
212.4,4.7,56.1,7.4,0.18,0.34,0.96,22.5,7.8,52.57,76.12,21.4712,Almond
478.9,26.0,347.2,6.8,0.14,0.88,1.3,24.6,6.2,59.89,63.66,16.0191,Almond
436.7,17.1,515.2,7.2,0.07,0.67,1.0,20.6,5.8,55.82,78.32,20.5012,Almond
238.5,31.5,123.2,7.4,0.04,0.27,0.76,21.5,5.6,40.86,61.34,18.4477,Almond
478.9,33.5,392.2,6.6,0.41,0.84,0.8,24.5,8.1,46.35,76.99,16.1595,Almond
494.5,21.5,123.2,7.0,0.08,0.85,1.06,23.1,7.5,64.67,63.81,20.3425,Almond
486.5,16.8,394.5,6.5,0.1,0.81,1.08,27.1,6.5,60.69,58.33,18.8834,Almond
346.7,48.9,268.5,7.0,0.11,0.63,0.98,24.4,8.6,51.83,72.47,22.5454,Almond
589.5,20.6,100.8,7.1,0.1,1.2,1.38,25.5,9.0,48.12,64.41,19.692,Almond
579.4,23.6,145.6,6.9,0.11,1.0,1.62,23.1,7.2,65.78,64.78,22.0371,Almond
613.5,9.8,213.8,6.6,0.13,1.75,0.62,22.9,5.6,51.35,72.72,19.6109,Almond
448.8,8.7,291.6,6.4,0.07,0.66,0.98,25.1,7.6,73.74,79.52,19.6005,Almond
478.9,78.4,263.4,6.5,0.06,0.89,1.78,25.1,8.2,57.42,58.85,21.5817,Almond
574.2,34.5,189.5,7.1,0.04,0.94,1.02,22.3,6.2,59.73,69.04,21.9709,Almond
586.5,13.5,168.1,7.0,0.05,1.02,1.08,22.0,4.6,50.12,57.59,19.4669,Almond
487.9,15.5,184.3,6.5,0.09,0.86,1.26,20.4,6.3,56.03,61.45,17.943,Almond
426.8,23.9,168.0,6.8,0.06,0.72,1.78,25.1,4.6,50.08,55.3,17.0971,Almond
389.4,21.8,112.0,6.3,0.08,0.78,1.02,21.8,4.3,54.39,67.64,20.5421,Almond
396.7,10.6,156.8,6.1,0.09,0.84,1.08,22.3,6.8,61.88,76.69,17.6817,Almond
471.5,23.6,148.9,6.1,0.05,0.89,1.26,22.0,6.2,53.96,67.96,18.2129,Almond
489.5,29.4,123.2,6.7,0.04,0.93,1.01,20.4,6.5,54.61,59.59,22.1296,Almond
573.5,27.5,156.8,6.4,0.09,0.96,1.12,23.8,3.8,65.78,60.41,20.532,Almond
581.5,25.8,168.1,7.2,0.06,1.04,2.16,25.2,5.6,57.76,67.4,20.5767,Almond
462.1,21.5,173.1,7.8,0.07,0.84,0.94,26.2,2.5,36.7,56.19,17.571,Almond
479.5,18.9,67.2,7.3,0.05,0.83,0.86,26.1,2.6,39.02,75.7,16.25,Almond
486.2,17.5,414.4,7.2,0.07,0.71,0.97,24.5,8.0,66.1,69.15,15.9677,Almond
286.3,20.5,123.2,7.5,0.03,0.36,1.33,12.43,8.65,55.88,68.44,21.1395,Almond
506.5,15.3,448.0,7.0,0.02,0.47,0.73,10.44,4.0,58.66,72.67,18.1267,Almond
282.2,49.5,190.4,7.8,0.04,0.15,0.07,9.43,7.2,61.26,63.19,22.1113,Almond
439.5,18.7,224.0,8.1,0.14,0.17,0.12,12.8,9.0,63.84,77.65,22.7528,Almond
376.3,41.8,92.4,7.1,0.08,0.54,1.37,12.8,6.3,57.98,65.28,22.2478,Almond
258.5,31.8,89.6,6.6,0.02,0.21,1.55,9.02,9.0,53.46,76.52,19.9922,Almond
407.6,16.6,224.1,7.2,0.03,0.19,1.58,11.01,7.3,55.76,69.34,20.408,Almond
704.5,22.2,335.5,8.2,0.1,2.0,1.3,12.55,7.8,55.17,74.83,19.561,Almond
256.5,12.8,228.4,8.3,0.07,0.16,1.1,9.44,7.2,54.12,74.8,18.1848,Almond
376.4,24.5,319.5,8.4,0.04,0.58,1.31,10.66,7.56,50.2,75.96,21.9867,Almond
558.7,3.2,127.6,6.1,0.08,1.3,0.39,20.1,4.1,59.25,69.11,22.4073,Almond
689.7,15.0,119.8,6.2,0.6,1.0,0.32,18.9,3.9,62.92,56.39,17.9849,Almond
674.5,47.1,485.8,6.7,0.12,0.97,0.36,19.5,3.7,51.26,55.94,22.7697,Almond
561.5,5.4,168.1,7.2,0.13,0.94,0.49,14.5,4.3,55.11,76.0,21.3848,Almond
646.5,6.9,173.6,7.0,0.14,1.0,0.48,16.7,4.1,57.86,67.62,16.6221,Almond
746.5,59.4,275.5,6.8,0.12,2.2,0.51,15.9,3.9,51.29,56.14,17.1708,Almond
631.2,19.6,94.0,6.9,0.11,1.7,0.54,14.8,3.7,43.06,79.54,21.859,Almond
789.4,6.4,128.8,7.1,0.12,3.0,0.39,17.3,4.5,67.12,59.73,18.2167,Almond
605.9,8.7,90.7,7.2,0.13,1.39,0.37,15.1,5.1,64.38,59.1,16.5012,Almond
568.4,16.5,124.5,7.4,0.09,0.97,0.45,18.9,6.2,57.97,55.7,16.1644,Almond
298.1,11.2,163.5,6.4,0.06,0.64,0.56,10.5,4.6,69.21,66.69,21.1488,Almond
318.2,16.1,222.8,5.9,0.01,0.85,0.46,11.3,5.4,54.5,74.72,17.4986,Almond
304.1,9.7,235.2,6.4,0.03,0.42,0.73,8.9,4.3,81.6,68.72,22.0656,Almond
218.2,11.8,262.0,6.6,0.06,0.48,0.56,6.7,3.9,58.43,60.45,20.9339,Almond
319.1,5.3,175.8,6.5,0.05,0.64,0.73,5.8,4.5,50.19,62.37,21.1449,Almond
303.0,9.0,273.2,6.6,0.14,0.7,0.64,9.3,6.3,46.33,69.42,16.3861,Almond
348.2,9.8,293.4,6.2,0.05,0.57,0.65,7.6,4.5,60.96,79.12,18.2249,Almond
282.9,4.8,204.9,6.3,0.02,0.47,0.45,11.4,6.3,49.97,55.63,20.5289,Almond
247.8,10.8,269.9,6.4,0.03,0.52,0.53,12.3,7.8,64.85,73.15,19.8396,Almond
312.8,9.2,88.4,7.4,0.03,0.52,0.63,11.0,8.3,44.0,71.5,18.6116,Almond
412.8,12.5,189.1,6.9,0.12,0.61,0.73,8.9,4.5,53.94,61.79,22.0631,Almond
317.1,14.1,204.2,6.2,0.04,0.63,0.75,9.9,5.9,58.03,69.1,18.0771,Almond
313.8,11.2,287.3,6.9,0.41,0.57,0.65,6.9,8.7,54.73,66.15,20.0708,Almond
248.9,13.1,188.1,7.2,0.28,0.48,0.39,15.3,5.6,61.19,72.19,19.6854,Almond
319.1,12.1,128.9,7.1,0.09,0.59,0.45,14.1,7.6,57.92,69.65,20.6868,Almond
478.6,9.6,99.6,6.4,0.07,0.81,0.51,19.9,6.1,45.08,66.72,19.3102,Almond
618.5,3.9,258.7,6.1,0.04,1.8,0.57,20.5,7.3,65.59,74.49,22.7136,Almond
745.6,86.4,734.5,5.7,0.1,2.9,0.47,27.6,8.2,53.38,76.16,21.2038,Almond
212.4,9.4,212.5,7.4,0.13,0.24,0.48,14.7,5.3,60.94,76.56,18.285,Almond
298.7,44.8,105.2,6.7,0.04,0.47,0.34,11.2,3.2,60.11,67.35,20.0559,Almond
212.5,42.9,127.6,6.3,0.08,0.23,0.31,10.9,3.6,63.28,58.54,22.7868,Almond
228.9,52.6,133.2,6.4,0.06,0.32,0.29,9.7,4.1,61.81,71.78,21.229,Almond
376.5,89.5,157.9,6.6,0.06,0.71,0.31,9.5,3.8,58.79,71.8,15.8517,Almond
346.5,43.7,369.5,6.9,0.29,0.65,0.43,12.1,3.2,45.6,62.36,22.6225,Almond
278.9,35.1,376.5,6.6,0.04,0.43,0.41,8.4,3.1,46.47,56.59,21.2356,Almond
385.9,31.1,436.8,6.5,0.04,0.84,0.38,7.6,2.8,67.27,70.97,22.069,Almond
267.2,46.9,112.1,6.4,0.02,0.41,0.33,9.7,2.6,77.04,57.42,19.5802,Almond
582.4,58.4,257.6,5.9,0.05,1.7,0.41,11.5,4.2,65.99,59.03,21.2464,Almond
156.7,42.6,459.2,6.1,0.06,0.21,0.36,10.6,4.1,62.67,73.32,20.5822,Almond
414.8,38.9,439.2,6.1,0.05,0.52,0.56,28.9,8.2,61.77,61.1,20.9051,Almond
264.5,57.7,436.3,7.1,0.23,0.39,0.51,24.5,8.9,48.1,55.11,18.2416,Almond
478.9,54.8,441.5,6.3,0.05,0.78,0.54,21.7,7.8,66.93,63.55,16.7638,Almond
387.4,29.1,56.6,8.2,0.14,0.16,1.4,13.97,6.48,57.62,74.87,15.8141,Almond
567.4,21.5,110.8,7.8,0.05,1.05,1.9,17.8,4.56,60.46,79.45,22.5818,Almond
342.1,37.1,145.6,8.2,0.03,0.57,1.1,23.1,9.17,66.43,79.83,21.9123,Almond
548.5,15.8,134.4,6.3,0.04,1.2,1.9,40.8,3.95,50.98,77.26,18.411,Almond
489.4,4.4,85.1,7.5,0.01,0.19,1.1,21.79,7.54,57.59,59.95,18.8119,Almond
393.1,4.2,336.0,7.6,0.03,0.61,1.4,23.49,3.18,68.49,62.59,17.4896,Almond
395.1,47.8,123.2,6.9,0.01,0.16,1.21,24.54,6.5,62.24,56.83,18.2257,Almond
414.8,25.2,67.2,6.9,0.03,0.84,1.14,28.56,6.71,78.4,74.46,18.1496,Almond
407.6,8.7,78.4,7.0,0.05,0.75,1.39,30.6,6.16,51.14,57.6,21.2961,Almond
493.7,18.9,392.1,7.7,0.04,0.91,1.14,19.13,6.85,55.89,64.15,16.8393,Almond
414.5,18.9,121.5,7.1,0.07,0.68,0.97,19.2,2.8,43.95,70.87,21.8704,Almond
408.5,16.4,130.5,7.0,0.08,0.65,0.87,18.1,4.7,60.31,61.61,16.1548,Almond
386.5,31.4,87.8,6.8,0.09,0.77,1.15,17.8,6.7,75.53,64.19,19.7024,Almond
571.5,12.7,93.5,6.9,0.07,1.18,1.31,12.9,7.1,57.51,74.95,16.745,Almond
578.5,35.4,268.4,7.2,0.08,0.96,1.15,16.7,7.4,67.88,66.17,20.3688,Almond
348.5,26.7,111.5,7.1,0.09,0.58,1.21,14.8,6.8,52.95,60.82,15.0977,Almond
371.5,21.8,108.5,6.8,0.1,0.67,1.08,19.1,7.2,57.01,74.03,19.5758,Almond
467.5,31.5,106.7,6.5,0.07,0.91,1.91,17.4,6.6,57.15,69.13,19.396,Almond
414.5,29.7,89.4,6.7,0.15,0.84,1.42,16.8,6.3,63.1,64.04,18.2216,Almond
571.4,21.4,97.5,6.5,0.13,1.21,1.3,21.4,5.9,53.91,65.44,21.5936,Almond
567.8,18.7,99.8,6.4,0.12,1.3,1.4,22.4,5.7,55.51,55.88,19.0034,Almond
404.5,16.7,87.5,6.3,0.1,0.96,1.21,17.8,5.8,58.15,63.57,22.2213,Almond
389.7,28.5,130.5,7.2,0.08,0.73,0.98,13.5,4.8,56.44,55.76,16.3059,Almond
345.5,31.4,121.5,7.1,0.09,0.57,0.87,14.5,4.6,40.72,57.03,15.683,Almond
358.7,30.5,107.8,7.4,0.01,0.61,0.96,16.7,4.3,52.25,55.62,20.2828,Almond
471.4,29.7,47.6,7.4,0.03,0.79,1.18,16.7,5.9,55.72,66.2,18.3106,Almond
489.4,46.7,89.4,6.2,0.07,0.87,1.41,18.9,4.48,57.22,62.59,17.9759,Almond
439.5,26.7,161.5,6.7,0.06,0.88,1.09,14.6,5.23,42.75,76.42,21.4501,Almond
476.7,37.3,113.4,6.9,0.06,0.84,1.1,17.5,5.45,52.11,64.01,16.4569,Almond
568.4,28.2,97.8,7.8,0.05,1.21,1.41,14.8,6.48,52.01,75.9,21.4786,Almond
468.5,28.4,149.5,6.7,0.09,0.76,1.08,15.1,4.81,53.82,56.35,19.6128,Almond
511.5,21.4,178.1,7.0,0.08,0.92,0.98,18.1,3.87,58.44,56.54,17.8807,Almond
397.3,30.4,173.4,6.9,0.1,0.71,1.41,20.1,3.97,56.58,77.25,20.5225,Almond
367.4,26.7,103.4,6.7,0.12,0.67,1.06,21.2,5.21,60.78,58.16,17.2238,Almond
576.5,34.5,104.8,6.7,0.06,1.21,1.21,14.5,4.8,58.85,79.27,21.4299,Almond
489.4,31.5,97.5,6.2,0.08,0.89,1.43,12.7,3.1,56.0,76.37,20.7986,Almond
564.4,38.1,593.6,7.5,0.12,1.0,0.31,11.4,3.2,51.16,72.99,22.0501,Almond
255.5,26.0,123.2,7.2,0.09,0.51,1.5,10.8,5.3,58.1,56.68,18.4497,Almond
589.4,48.5,134.4,5.9,0.08,1.35,0.68,5.4,2.7,55.41,64.42,16.1415,Almond
191.2,5.15,105.2,6.5,0.12,0.47,0.31,12.1,14.6,61.08,58.87,20.2167,Almond
213.2,4.48,181.4,6.9,0.03,0.97,0.51,14.3,13.2,46.04,74.03,20.6345,Almond
269.6,28.4,183.6,7.4,0.29,0.51,0.42,11.1,12.8,57.21,60.6,16.1858,Almond
219.5,5.15,183.6,7.3,0.07,0.63,0.28,11.5,14.1,64.27,63.96,22.6598,Almond
216.3,2.35,187.0,6.9,0.02,0.48,0.21,16.4,12.1,40.79,60.95,20.6762,Almond
213.2,2.91,169.1,7.7,0.08,0.49,0.51,10.9,4.8,49.01,77.47,22.0214,Almond
185.0,2.8,124.3,7.3,0.03,0.54,0.47,8.4,5.9,46.93,56.57,16.6612,Almond
222.6,3.4,172.4,6.7,0.03,0.43,0.38,15.1,7.2,54.15,66.27,17.2879,Almond
241.4,4.7,218.4,6.6,0.28,0.4,0.41,8.2,12.2,65.56,65.34,21.1445,Almond
288.5,2.3,163.5,6.3,0.04,0.37,0.29,11.1,11.1,48.43,63.3,18.939,Almond
249.1,4.3,183.2,6.4,0.01,0.49,0.52,13.5,17.2,43.42,78.0,18.951,Almond
311.9,5.1,169.5,6.5,0.21,0.51,0.19,12.4,11.1,64.82,74.75,19.9319,Almond
214.1,4.1,141.2,6.9,0.28,0.53,0.51,11.9,8.9,49.45,57.92,17.7797,Almond
308.2,7.2,128.3,7.1,0.51,0.49,0.42,11.8,7.2,52.97,62.21,18.5896,Almond
380.0,11.1,183.1,7.2,0.44,0.61,0.28,12.1,11.6,56.15,71.65,16.0332,Almond
313.2,9.4,139.2,7.1,0.1,0.45,0.71,12.2,4.9,64.56,55.83,17.6615,Almond
412.1,14.2,211.1,7.0,0.01,0.7,0.92,10.1,7.2,49.88,59.35,17.3665,Almond
297.1,13.1,237.1,6.5,0.03,0.59,0.28,14.2,13.1,52.17,59.88,18.4399,Almond
337.4,12.2,205.2,6.9,0.3,0.47,0.91,13.2,4.9,43.66,58.24,16.4613,Almond
312.5,4.2,187.2,7.2,0.01,0.51,1.2,10.1,7.2,66.4,66.48,20.499,Almond
472.0,17.9,142.5,6.8,0.03,0.62,0.39,11.2,10.1,54.1,76.84,19.4662,Almond
219.1,16.2,102.8,6.9,0.02,0.51,0.42,14.3,10.1,57.38,66.92,15.3732,Almond
384.1,12.1,144.7,7.4,0.2,0.49,0.59,14.1,8.4,44.37,70.05,19.9744,Almond
291.0,11.9,160.0,7.0,0.11,0.57,0.62,10.8,12.1,55.12,67.13,16.6265,Almond
282.1,8.9,117.4,6.3,0.21,0.7,0.69,7.1,4.4,52.22,75.82,17.3192,Almond
301.2,15.4,142.6,6.7,0.04,0.42,0.72,8.2,5.7,39.79,66.5,20.4529,Almond
317.1,12.0,244.1,7.6,0.07,0.56,0.89,13.1,8.9,44.43,78.66,22.2339,Almond
411.0,9.8,207.4,7.1,0.17,0.62,0.66,8.2,9.1,59.01,64.6,22.2522,Almond
319.0,17.1,241.8,6.9,0.19,0.61,0.18,15.1,7.0,57.14,66.56,17.2774,Almond
301.1,20.5,171.2,7.0,0.09,0.69,0.82,12.8,8.1,51.43,65.06,18.4695,Almond
541.9,108.6,907.4,7.7,0.29,1.0,0.65,9.4,3.0,48.07,55.34,15.4931,Almond
590.4,7.61,380.8,6.4,0.13,1.0,0.85,8.9,3.9,57.71,61.22,21.1814,Almond
593.4,64.9,124.3,7.3,0.17,1.0,0.51,9.0,4.1,58.04,58.11,20.0401,Almond
567.3,12.6,126.5,7.9,0.16,1.1,0.56,8.7,4.0,67.87,65.19,18.1283,Almond
591.3,59.6,157.9,6.8,0.1,1.1,0.38,9.3,3.9,37.97,60.38,17.374,Almond
600.2,14.5,146.7,7.2,0.11,1.0,0.49,9.4,3.7,60.01,60.99,16.6962,Almond
593.1,19.3,88.4,8.2,0.18,1.1,0.51,8.9,4.1,67.92,75.84,20.2045,Almond
601.3,14.7,182.5,7.5,0.25,1.1,0.61,9.4,3.9,52.78,78.87,17.1625,Almond
600.1,35.9,218.4,5.5,0.82,1.0,0.63,9.1,3.5,64.94,60.64,15.0412,Almond
601.9,17.2,96.3,6.2,0.1,1.1,0.71,9.0,3.9,43.86,76.03,17.6468,Almond
578.4,49.2,203.8,8.3,0.21,1.2,0.38,14.2,4.2,52.09,69.51,19.637,Almond
567.3,46.7,247.5,8.2,0.22,0.97,0.42,14.2,4.3,43.36,78.99,16.8354,Almond
554.6,42.4,239.9,8.4,0.18,0.98,0.45,13.8,3.7,64.63,76.43,20.9311,Almond
598.9,45.1,196.1,8.3,0.14,1.6,0.51,12.9,3.8,65.7,62.22,15.7173,Almond
478.9,51.5,342.2,8.2,0.19,0.52,0.47,12.7,4.9,64.18,55.97,22.9148,Almond
538.9,48.9,276.8,8.1,0.16,0.98,0.39,12.91,4.5,65.27,72.26,18.2274,Almond
581.2,56.1,260.5,8.3,0.22,0.98,0.32,11.7,3.7,52.97,60.62,22.812,Almond
591.4,53.6,812.3,7.6,0.24,1.6,0.51,15.3,3.1,58.15,66.44,17.6304,Almond
581.1,21.9,614.9,7.5,0.51,1.2,0.62,16.3,2.9,54.86,70.16,21.5753,Almond
691.2,61.2,541.3,7.0,0.12,1.0,0.32,16.4,3.5,59.0,67.13,18.3799,Almond
612.3,42.1,621.4,7.5,0.09,1.2,0.42,15.3,4.2,60.89,62.95,19.3168,Almond
614.9,37.2,491.2,7.6,0.32,1.0,0.39,14.4,5.1,52.92,64.13,22.6118,Almond
540.1,42.3,621.3,7.4,0.08,0.98,0.37,15.3,6.1,57.69,63.09,22.1568,Almond
309.9,27.9,521.9,7.8,0.2,0.99,0.42,14.3,4.2,58.18,56.38,21.8017,Almond
604.3,23.4,621.2,7.3,0.39,1.2,0.47,15.9,3.2,35.24,57.69,18.2083,Almond
600.1,35.6,631.3,7.4,0.51,1.3,0.51,16.9,4.2,58.9,55.49,17.7376,Almond
580.1,31.2,441.2,7.5,0.37,0.98,0.32,14.3,5.1,49.15,63.96,15.0054,Almond
540.2,37.4,691.2,7.3,0.25,0.97,0.42,15.1,4.3,60.55,60.75,16.0203,Almond
611.0,21.3,712.3,7.6,0.47,1.0,0.51,14.3,4.4,44.07,61.56,22.5035,Almond
421.5,15.3,425.6,7.5,0.05,0.15,0.78,5.7,3.25,48.26,70.89,17.846,Almond
426.4,16.7,231.4,7.8,0.08,0.67,0.84,11.4,7.1,37.35,61.79,16.563,Almond
438.5,21.4,376.1,7.2,0.09,0.71,0.81,12.8,6.8,66.58,61.79,16.7903,Almond
323.5,37.8,208.4,7.1,0.08,0.84,0.63,10.4,4.7,42.66,67.17,15.2013,Almond
297.5,20.8,233.6,8.0,0.07,0.86,0.69,8.7,3.9,61.74,61.55,22.496,Almond
323.4,23.4,237.8,8.4,0.1,0.68,0.84,12.1,7.8,59.2,63.85,19.3469,Almond
291.4,39.4,414.8,7.4,0.08,0.43,0.87,6.7,5.3,68.16,64.68,21.2542,Almond
156.5,10.6,162.4,7.4,0.07,0.35,0.33,14.0,5.12,63.96,64.56,16.7232,Almond
349.4,46.1,341.5,7.2,0.09,0.49,0.61,6.7,5.3,61.37,69.86,20.0129,Almond
